path,label,index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
s3://ocrds-projet8/TestLocal/Apple Red 3/53_100.jpg,Apple Red 3,0,-13.374563421283685,1.0873360848958389,0.2733150596811301,-0.018501884647016666,0.0712337099985956,-2.0989684044879975,0.8134280708531958,-0.38779084284834425,-0.49872700002736864,1.5932717897643538,-0.3769982875316072,-0.9993677223251938,0.13035058920620227,0.014793532599632153,0.08698394772663152,-0.6931336811114156,0.4747128337992638,-0.15263685552123818,1.2083559049808712,-0.112671428887317,0.08562969147024933,0.6224352003372029,6.615950504232185,-0.026333876407076122,0.2615536899651939,-0.11704787198056331,-1.4809868969069644,0.5271166153210571,0.1694179569690695,0.5945976127804934,-0.7483552130364075,-0.003100354857672201,-0.5352490865669648,0.28020164027873634,0.03396564781810193,0.1689792945948796,0.1536570918948803,-0.11700096849492372,-0.22919488237579735,1.0873360848958389,0.2733150596811301,-0.018501884647016666,0.0712337099985956,-3.5789723271218628,0.8134280708531958,-0.27809284465976714,-0.26675874030474817,0.6880068588230924,-0.04612157310191327,0.2750776032791318,3.0670434308287153,-2.3432818269915967,-0.36085188148521696,-0.014950486808363816,0.34828188131882,0.5278013406790828,1.7337002735910054,0.3716161131866783,1.1357989943151132,5.074867442086232,-2.02825799013948,-0.7655349400525109,-0.5531902152194069,-1.1677594394100583,-3.8757251628952383,-0.6605920871432636,-4.969432142518519,-0.8474944131428888,-0.04961070617149041,-0.6440056668162724,-0.6261001694287222,3.3098099270099177,0.03517867478154191,-4.86581082545579,0.44817832529473145,6.677250244762272,1.6361263527828611,-0.5452043614225686,-0.9382323132043444,-0.7612158266164165,-0.9386669824852459,-1.8550332186444531,-1.608344318516197,0.0270633833730864,2.3678053950033875,0.9469499960648456,-0.05770661885249457,-1.9220529417664511,1.0275182124475999,1.3117677289303762,2.209329872173003,-0.5013024729648304,-0.35840700237191586,-0.42563199909825333,-0.5314330328223179,-0.2560601878419648,2.206578254682416,1.8170992287399013,0.2316667725552273,-0.6413405322488096
s3://ocrds-projet8/TestLocal/Apple Red Yellow 1/36_100.jpg,Apple Red Yellow 1,0,-12.176831876945421,1.021064340425165,0.060104172483679455,-0.21408986605698355,-0.5668735329427165,-0.04150607942739304,1.1651824709663645,-0.4249987991394984,-0.5201387094932087,1.5834391029680948,0.02586955947185652,-1.2479908107752196,0.17148824201842125,0.12760734784211153,-0.05911436013571427,-0.8466651633213629,0.4405338963360004,0.08720879640619195,1.2565928636956296,-0.03393330109624937,-0.13687963259904387,0.5904081317681962,-8.010323883488546,-0.026330542727847635,0.2615536899650681,-0.11704787198041892,5.188546720394119,0.5271166153211679,0.16941795696900375,0.5945976127805495,-0.7483552130363007,-0.0031003548576840224,-0.535249086566924,0.280201640278717,0.0339656478181526,0.16897929459485903,0.1536570918948971,-0.11700096849493208,0.07197580508890833,1.021064340425165,0.060104172483679455,-0.21408986605698355,-0.5668735329427165,-11.2438544263565,1.1651824709663645,-0.48645103422241615,-0.5360635618814653,0.6492462479343428,-0.3037837841341492,-0.1584379259087439,2.2068568621661986,-2.611320939965591,-0.8549671501606415,-0.756476595640444,0.18681074216969973,-1.16137954161156,1.853779332412139,0.776340815402934,0.7826373148379137,1.3418076980357805,-2.110983645979825,-0.4182288638822641,-0.845415118556201,-3.4763723708319643,-3.9919606012185866,-0.9484540778827664,-3.3665087749894385,0.24614111854887039,-0.029326192334270782,-0.5720598716659372,-0.8180972060307988,4.12282216171184,0.008683821187375403,-3.329365072521846,0.028955810700198058,6.537166198444408,-0.930780516592811,0.5282840813357015,-0.6000181685601945,-1.399297817277637,-0.6087128747953767,-2.201779759782188,-1.1793267992635708,-0.19081048646862242,1.1250979991546375,0.6044114080640104,0.15949871629834303,-2.5448257953427627,0.2163769265763413,0.8200284433825674,2.9476069410943957,1.0272455414583066,-0.42088576475019,-0.21629976961838904,-0.829244453587982,-0.7336247342464205,1.900943721800714,1.3810272762195361,0.21346890975509986,0.07345291248554493
s3://ocrds-projet8/TestLocal/Apple Red 1/34_100.jpg,Apple Red 1,0,-12.031045397776447,1.4596675355465087,0.4836915119140008,-0.8490209488231877,0.12389600638851314,0.23274164095419012,1.4206994988270216,-0.6374194746952011,0.13684080065468868,1.4754839825412567,-0.02726504554131534,-1.312323629930385,0.26110088440557133,0.42937096885051684,0.09791052981071949,-0.2992162250033837,0.6061395127292172,0.1406317997208563,1.3356807039785492,-0.30575648752717294,-0.1335579895547697,0.7757043541422886,4.968833919375468,-0.026336541721652455,0.2615536899650942,-0.11704787198048149,-1.891318906924214,0.5271166153210778,0.16941795696908435,0.5945976127806577,-0.7483552130363662,-0.003100354857656749,-0.5352490865670219,0.28020164027873545,0.03396564781814059,0.1689792945948763,0.1536570918948889,-0.11700096849493227,-0.5419274042055091,1.4596675355465087,0.4836915119140008,-0.8490209488231877,0.12389600638851314,-2.4385289446599994,1.4206994988270216,-0.7243621851496023,-0.41884716151055956,0.8047816696423487,0.2921047649161178,-0.0011589566336044639,0.45919486133132337,-2.3857028869047086,-0.1305954716003208,-0.6394249199350831,-0.2844152665644656,1.6579197955545693,1.8657064135621795,0.5929913520240443,1.3803091542155597,-3.752803901088961,-1.8795344031446541,-0.021710082481391384,-0.8032671442707414,-5.926466539994363,-3.3257545488091766,-1.011126848505356,-3.6806064241530816,0.8029718078960609,0.03410272738003517,-1.5427994216349092,-0.6481222102624158,4.4008353963287945,0.27795178698083234,-2.8621809153618396,-0.07602156822230266,6.014899291838078,0.388461838912249,0.17868189654773128,-1.6237903561907379,-1.1148931537416036,-0.06998684648231054,-1.5915376684548537,-1.1944562181208365,-1.1636926136499577,1.4700462832027255,0.6609121098206634,0.4378379617935349,-1.7595387237868516,-0.07502490921886316,1.501471095684011,1.9236128275331486,0.4588689414667823,-0.5502310271763069,-0.8470937103636557,-0.6019528523358936,-0.28140490197563994,2.344732395095204,1.1869046165013288,-0.23311219938160718,-0.3891302406934077
s3://ocrds-projet8/TestLocal/Apple Red 2/38_100.jpg,Apple Red 2,0,-9.149678054748533,0.7683977332729093,0.26789204698376295,-0.5046658930907906,0.0008377268874511233,0.555145272436329,1.3368114881727848,-0.2952342047997445,-0.1229949002699493,1.6673093383318582,0.02669366036228611,-0.9392286987124598,0.12001160002115994,-0.154412087614235,0.03394277924582579,-0.7960486666683256,0.7337625867208488,-0.13311352093137005,1.1552302035301083,0.32080191545955183,-0.20097074137667365,0.5338920540145311,7.658080033575486,-0.026327300463172026,0.2615536899653128,-0.11704787198044662,4.755253359560102,0.5271166153212535,0.16941795696903605,0.5945976127806356,-0.7483552130362854,-0.0031003548576558977,-0.5352490865669661,0.28020164027874056,0.033965647818139856,0.1689792945948795,0.15365709189487517,-0.11700096849493621,-0.17017352794250906,0.7683977332729093,0.26789204698376295,-0.5046658930907906,0.0008377268874511233,-7.054210186376402,1.3368114881727848,-0.537865042857341,-0.3197908143633477,0.9261731253229727,0.37288223535243853,-0.044427561935970944,8.476052354277538,-2.5035426337780655,-0.32770838519376494,-0.6299634460205278,0.4296824866742985,3.418766258207177,1.5856833256494303,0.796183870734931,1.4281684061713764,0.8130843627370032,-1.8840518378508517,-0.456076845943935,-0.49462293603000196,-3.5577667733284537,-4.927951930541845,1.6540878001916226,-2.705806664618556,0.34720162065434884,0.056252904915867784,-0.021446828478492008,-0.8388682660585672,3.630218552861033,-0.15723755566520561,-3.3258377594491533,-0.4604920628544062,5.529433999992613,-0.8253433713637023,0.3181198754273544,-0.6161282622855134,-1.318283565603089,-1.154460884703144,-2.961017576120016,-0.8783673189559613,-0.21850903940076727,1.5305112407035184,1.1873879692151814,0.12358689085927141,-1.9789307520893105,-0.04281012772526312,1.9451026625862298,1.3959009837007283,0.24582731112898465,-1.083179556910716,-0.7289338006773562,-0.4120292186694759,-0.29816830767488994,2.413946953182914,1.4239815117444807,0.37835997946314354,0.26617842562997723
s3://ocrds-projet8/TestLocal/Apple Red Yellow 2/106_100.jpg,Apple Red Yellow 2,0,1.3260570600350743,0.8698333649316133,-0.7161454220514607,-0.7584685287476597,0.9783023306167331,-16.700818175487367,1.0226277809040034,-0.4656873643578456,-0.2886296525698397,1.3932921767313908,-0.11536379297322485,-1.0868380522367798,0.10846468825409121,0.018686427809519436,0.11605586846692732,-0.8070358384498013,0.6379254918721284,0.0441218141171558,1.1652785829052434,-0.18869498885840422,-0.039167956502260265,0.6666397756507415,1.1860263606009163,-0.026332767864143274,0.2615536899652275,-0.1170478719805215,0.785696536125291,0.5271166153211168,0.16941795696910522,0.5945976127805833,-0.7483552130363939,-0.0031003548576767435,-0.5352490865669955,0.28020164027873345,0.033965647818134465,0.16897929459488265,0.15365709189488116,-0.1170009684949236,-0.2330340300721877,0.8698333649316133,-0.7161454220514607,-0.7584685287476597,0.9783023306167331,-4.520874952774549,1.0226277809040034,-0.8154201094298418,-0.12514834972409383,1.0909592278891083,-0.08438157638616432,-0.1121644730534742,4.279134831672196,-2.4543612324847426,-0.6661479981320823,-0.7633881753612103,0.6311381908715789,2.47539390618512,1.6109010716038195,0.7864425763334737,1.2562029229754126,1.5381037260570456,-1.9610082232981267,-0.4820665293135055,-0.18931953293650922,-4.075566841389692,-5.67276507843166,-0.830836935453837,-3.7209299302246768,-0.013691730640259211,-0.2340883810940274,-0.8038570169307625,-3.621077848575352,4.520268636653992,0.8448547103925443,-2.562278801221427,0.49281077598491907,8.041863290343041,-0.42485691881271115,-1.3438416440908176,-1.2638914196284192,-1.789153914751516,-0.6988708048323357,-1.965797641103409,-0.852992957996916,-0.34631827669077564,1.4883841842874137,-0.028210117837787926,0.661448751757009,-1.195708943637946,0.07597751622198622,1.845796807669529,2.350129804903557,0.5367154808188777,-1.2382388277046312,-0.7768804233662013,-0.7709979519043041,-0.41845232098100815,1.7980285002819116,1.7325548814344287,0.40068478856382095,-0.06937144849672403
s3://ocrds-projet8/TestLocal/Apple Red Yellow 2/117_100.jpg,Apple Red Yellow 2,0,1.7385788242074038,0.9329238870476904,1.2506790803759191,-0.31466740356193634,0.2523069724361125,-16.915140360562003,1.1346872261352483,-0.06246158793570895,-0.07863464388335699,1.3205873402066812,-0.09443450918381441,-1.2089773835062283,0.1224297996806661,-0.07054993648557528,0.1265811842641133,-0.8136361289317353,0.4590310568431802,-0.0922218019974678,1.1188914374735157,-0.13962523048633305,-0.02470414308360306,0.6674686175965654,0.8121295436812898,-0.026332325603507893,0.26155368996518547,-0.11704787198051433,0.6651323071713715,0.5271166153210813,0.16941795696921166,0.5945976127804751,-0.7483552130363708,-0.003100354857681901,-0.5352490865670025,0.28020164027872274,0.0339656478181482,0.1689792945948728,0.15365709189486648,-0.11700096849492878,-0.30864332790248983,0.9329238870476904,1.2506790803759191,-0.31466740356193634,0.2523069724361125,-4.815993482624158,1.1346872261352483,-0.4558337880061813,-0.1562526463884445,1.0819418408436017,0.09224953727678341,0.2750018519940744,3.625018342989793,-1.9597296897282657,-0.8917907812503377,-0.5291707788632093,0.4913517236056346,2.0726811056071197,1.8496399225049949,0.6242443785788322,1.6538607794258102,0.8278686004484312,-1.9458652773960146,-1.0486056639605958,-0.8516937594320265,-2.7589579860450892,-4.3135287260190145,-1.3151020671254139,-2.7767260118836212,1.6126453088451014,-0.06779671049803483,-0.9067030867911994,2.233905030632174,3.528175646342049,0.36914185296457697,-3.201636113977007,-0.6274295993143204,6.720207441261907,-0.5838945736093727,-0.851301097029395,-0.941355938856124,-1.8839344516043917,-0.30323366911410155,-2.0641133411943104,-1.1137187022903048,-0.6661478784439797,2.307869546152369,0.742633192426735,0.4573092183937488,-1.2616222949153846,-0.5125162866755063,1.2078057486562301,2.126594492329662,0.1330390760002998,-0.6310762375230905,-1.1799604504643202,-0.7724039471599161,-1.102445173303796,2.222236348341465,1.1570556303300201,-0.5730014771701006,0.20406471833400297
s3://ocrds-projet8/TestLocal/Apple Golden 1/74_100.jpg,Apple Golden 1,0,2.1591078306187668,0.7123840777707449,0.500820585612587,-0.4294836142243026,-0.05543246388827772,5.122157929564456,1.1095488962054836,-0.41733055299388383,-0.11250825749422101,1.5170053029382264,-0.0766139614402561,-1.1818685573735934,0.6397195294961705,0.22098443734859874,0.1809830442483029,-0.7167331836940889,0.35721546730077725,-0.32277317463312305,1.327712553310658,-0.1701696061787572,0.2795906858559751,0.5508601248576105,-0.963028670318062,-0.026334779428116517,0.2615536899652762,-0.11704787198057795,-6.18434092670666,0.5271166153211856,0.1694179569691115,0.5945976127805273,-0.7483552130363327,-0.0031003548576814216,-0.5352490865669696,0.28020164027871103,0.033965647818166245,0.1689792945948593,0.15365709189489335,-0.11700096849494293,-0.33358597391416905,0.7123840777707449,0.500820585612587,-0.4294836142243026,-0.05543246388827772,-3.6427066079042696,1.1095488962054836,-0.5284141642554109,-0.6442558501393701,1.2131676470090667,0.0524068267959808,-0.3513057431806485,4.550319908549491,-2.0563318282474397,-0.3875570867630548,-0.38584437058977067,0.41733282185383175,3.2768140454775243,1.465396884128579,0.7963086094338296,1.5713461287784711,3.0048466523514232,-2.033659225947108,-0.6658207043569319,-0.5395222637146694,-3.176853263724881,-5.045740802396633,-0.27284486659245627,-2.5572836276648476,0.3087255585638523,0.04899749587059457,-3.0155550875487505,-0.9044792658420344,4.724378039635041,-0.5325782036022232,-3.775166166445525,0.2523321846728384,5.807627465746525,-0.6910887282951808,-0.5488899380996834,-0.16511281581657825,-1.6889994936623514,1.175085673899006,-1.7324976884894339,-1.0485619975172022,-0.23607807939103387,1.609366182876224,1.3959339973786922,-0.2096773485266234,-1.288976578935088,0.08551667747140926,1.0642470072201757,1.2637939216011453,0.45134382387396144,-0.7338431878327669,-0.7357225993486366,-1.1343070937820712,0.11769033598172544,2.074989483512461,1.5010092133019834,0.5171709694713839,0.06454355201653034
s3://ocrds-projet8/TestLocal/Apple Red 1/35_100.jpg,Apple Red 1,0,-11.465878503204395,1.0174488935374777,0.5445697972755317,-0.6239198001139851,0.301146747599581,-0.026458605534888886,1.369085032712789,-0.35952734963460903,-0.11534515266007098,1.0445025088795106,-0.04873374539582823,-1.0684646298042568,0.05703228569256822,-0.32845663568106775,-0.23219848787251493,-0.8860748242313397,0.52757533769397,-0.15280469679890699,0.8212385762725883,-0.07068933871203012,0.3154163943388241,0.6804128418325157,5.6247904297586375,-0.026333966206626012,0.261553689965148,-0.11704787198049345,-1.3186912448375772,0.5271166153211083,0.16941795696907253,0.5945976127805015,-0.7483552130363827,-0.003100354857635099,-0.5352490865670081,0.280201640278728,0.033965647818156676,0.16897929459487365,0.15365709189488266,-0.11700096849493274,-0.414875763484723,1.0174488935374777,0.5445697972755317,-0.6239198001139851,0.301146747599581,-2.6029262840469705,1.369085032712789,-0.2605460712586243,-0.031530784540052814,1.1376945143966124,-0.0991392950845054,-0.005679569587876801,0.7862791560047803,-2.219275711945885,-0.7333829927591771,-0.4390628702649748,0.40992722288350125,1.8561885645901512,1.3189761635641817,1.0168124641883263,1.0022853722636578,-3.752613937214301,-2.1156177242209866,-0.76375667925168,-0.7991367207575513,-6.867030113622617,-2.399219223418572,-0.97944546805512,-3.7759607323333237,0.6634076033494863,-0.13405228097856683,-1.0558046674925272,-0.6709473239412251,3.7496263131179615,-0.0038046325398926758,-3.0070477646899034,-0.4157376594364111,5.48882136794237,0.16804190356554716,0.6473890033761239,-1.2980484936111896,-1.4739522860024314,-0.24124142510514845,-2.4559767125069922,-0.7355870976039142,-0.21521767440215844,1.9138930512666537,0.6232763901893209,0.28698557846181705,-1.549591129933358,0.4251475639189781,1.77920818512445,1.841828459581554,0.5103273586016147,-0.32873061906656287,-0.4230830269710647,-1.0450636136839946,-1.15995820295419,2.2836260457902946,1.3760601109119033,0.6079774303836324,-0.6150344588698639
s3://ocrds-projet8/TestLocal/Apple Golden 3/35_100.jpg,Apple Golden 3,0,2.5023008291822455,1.2825330527134402,0.5504950157169034,-0.35722767648412374,0.30107691138356124,-0.41947819716631785,1.312311800295175,-0.454682705067329,-0.48107514744511454,1.38601363361617,-0.30863717638435684,-0.8852338018544673,-0.10987261755407074,-0.08279923115694436,0.06929309491005718,-0.5486805790839333,0.3354589980533869,-0.18701295873085447,1.3429680999877611,0.05288017476147,0.029016459441713598,0.6070563395559386,6.200248575736078,-0.026334678716216108,0.2615536899651688,-0.11704787198055505,2.9793228628964803,0.5271166153210755,0.16941795696904788,0.5945976127805505,-0.7483552130363783,-0.003100354857666232,-0.5352490865669419,0.2802016402787457,0.033965647818145206,0.1689792945948753,0.15365709189486915,-0.11700096849492955,-0.4290207155482852,1.2825330527134402,0.5504950157169034,-0.35722767648412374,0.30107691138356124,-9.748409139630159,1.312311800295175,-0.9270233722576672,-0.54588725967872,1.3343107404172476,-0.07573809725015257,0.25731500445204303,-2.3832693326831675,-2.5420203079409407,-0.744077741790241,-0.4690059722544769,0.42409837064769007,5.937224680339389,1.8798140710197695,1.0712653576189088,1.5587021811931232,2.262523330379154,-2.043916798935568,-0.31959074247049496,-0.7131393082969392,-4.484197449472889,-5.921234853939436,-1.2493045128237923,-4.5904382668416766,-0.17087222455216258,-1.1172459392082812,-0.4416151613999963,-0.2403187270866952,3.757349151779807,0.95992986296796,-3.3191156075642634,0.06577451170716941,5.596192055152997,0.3163914815976101,-0.6776934287438962,-0.6525983613261666,-0.9476971105458586,-0.38302365744476774,-2.266685770015004,-0.3313261352600294,-0.0442339633532414,1.504713294858924,1.3534419113573168,0.852537646202399,-1.8890516632599963,-0.6255251243035704,1.1362504775314148,2.1075520059039445,-0.5396561120872262,-0.4118958520925931,-0.9745058518634799,-1.10402158506005,0.2295683741483759,1.8481469147340843,1.980267316527092,0.3600181290979917,0.4579967126344312
s3://ocrds-projet8/TestLocal/Apple Golden 2/6_100.jpg,Apple Golden 2,0,4.0765232222529715,1.0361866744097277,0.5388168369880364,-0.2856068604732736,-0.04652565532897282,2.522898401414242,1.2211712881888708,-0.46275126723278426,-0.27039203433482994,1.3559748953737167,0.3179951143052803,-1.2594901325311112,-0.08224999641322957,0.14387862893443285,0.340391398569014,-0.8101016945328343,0.1286536381779746,0.24714391167036456,1.0345402857133388,0.08409945696095644,0.1199537394918566,0.6286625902671829,4.60050159969149,-0.026338425866111497,0.26155368996522554,-0.11704787198059823,6.11525838177053,0.5271166153209846,0.16941795696902742,0.594597612780495,-0.748355213036405,-0.003100354857699004,-0.5352490865669082,0.2802016402787437,0.03396564781814933,0.16897929459488287,0.15365709189489468,-0.11700096849491907,-0.5343369971769467,1.0361866744097277,0.5388168369880364,-0.2856068604732736,-0.04652565532897282,-2.9360685823450985,1.2211712881888708,-0.29715201224079485,-0.3912499203440374,1.0180562828696844,0.130911664477801,-0.18380741078678603,2.0846680711245975,-2.0455116703776324,-0.4015284652033737,-0.3702500079304186,0.5973880845179865,-0.8557308733296314,1.8980536259423182,0.4989065694516403,1.2203767958243787,2.2968564949921464,-1.811569950175652,-0.37811684332075873,-0.32739015276706884,-4.600857715054555,-5.521833518237642,-1.824377556887008,-1.984553828775429,0.037422327741357966,2.657255918019612,-1.6408682505317569,-0.6091212171956509,3.5556975764952017,0.6295198778822234,-3.697560481196244,0.5860482350552052,5.917728254930249,-0.555893056046842,-0.4822309489731939,-0.99157917542478,-1.239281340945901,-0.7251434297204918,-2.1650710082956546,-1.1276332546434333,-0.01062667333942517,1.2559072310214412,0.6589753781505917,0.1565806792313364,-2.0493152735873292,-0.8189667867005404,1.1284873729767795,1.9281183661889123,0.23243677321877965,-0.6366986228613376,-0.5740723299544809,-0.43037095251574153,-0.3179069129980813,2.487359294564501,1.5630640544045478,0.4098968092879442,-0.04961414016022879
